fuel_type,generators,facilities,named_capacity_megawatts,summer_capacity_megawatts,us_state,in_year
Other,6,2,41.6,42.2,WI,2014
Coal,68,30,29938,28547.2,WV,2014
Hydroelectric Conventional,70,22,653.2,601,WV,2014
Natural Gas,28,6,2410,2142.6,WV,2014
Other,4,4,68,68,WV,2014
Petroleum,2,2,37,22,WV,2014
Other Biomass,4,2,4.4,4.4,WV,2014
Wind,12,10,1166.6,1166.6,WV,2014
Coal,58,26,14488.6,12775,WY,2014
Hydroelectric Conventional,64,32,606.8,614.2,WY,2014
Natural Gas,44,16,596.2,506.4,WY,2014
Petroleum,8,6,11.6,11.6,WY,2014
Wind,60,40,2866,2814.6,WY,2014
Other,2,2,23,23,WY,2014
Other Gases,10,4,220,171.2,WY,2014
Coal,32,10,227,221,AK,2013
Other Biomass,10,2,23,14,AK,2013
Petroleum,678,178,1491,1337.4,AK,2013
Hydroelectric Conventional,108,56,840.6,831.2,AK,2013
Natural Gas,104,26,2418,2190.4,AK,2013
Other,4,4,60,54,AK,2013
Wind,56,12,120,120,AK,2013
Natural Gas,194,50,26659.6,24164,AL,2013
Wood and Wood Derived Fuels,44,26,1436,1349.6,AL,2013
Coal,74,18,24608,22273.4,AL,2013
Hydroelectric Conventional,206,48,6638.6,6544.4,AL,2013
Nuclear,10,4,10540.8,10086.8,AL,2013
Petroleum,28,8,95.6,85.2,AL,2013
Other Biomass,4,2,3.2,3.2,AL,2013
Other Gases,14,6,221.6,199.6,AL,2013
Natural Gas,122,38,14572.6,12343.6,AR,2013
Other Biomass,26,8,56.2,28.2,AR,2013
Coal,14,10,10974,10244.6,AR,2013
Hydroelectric Conventional,98,38,2641.8,2648.4,AR,2013
Nuclear,4,2,3690,3638,AR,2013
Petroleum,18,6,24.6,24.4,AR,2013
Pumped Storage,2,2,56,56,AR,2013
Wood and Wood Derived Fuels,24,10,700.2,588.6,AR,2013
Natural Gas,280,62,32242.6,26703.2,AZ,2013
Petroleum,12,8,256.6,181,AZ,2013
Solar Thermal and Photovoltaic,150,94,2328.8,2324.6,AZ,2013
Coal,32,12,13414,12314,AZ,2013
Hydroelectric Conventional,68,20,5436,5438.8,AZ,2013
Nuclear,6,2,8418.6,7874,AZ,2013
Other Biomass,18,6,22,20,AZ,2013
Pumped Storage,12,6,388.2,432.6,AZ,2013
Wind,8,8,474.6,474.6,AZ,2013
Wood and Wood Derived Fuels,4,4,60.4,57,AZ,2013
Coal,16,10,553.8,505.6,CA,2013
Geothermal,204,70,5951.2,4118.8,CA,2013
Natural Gas,1402,572,96072.8,88025.2,CA,2013
Other,30,24,484.8,449.2,CA,2013
Other Biomass,398,146,1297.4,1129.8,CA,2013
Wood and Wood Derived Fuels,84,70,1697.8,1479.6,CA,2013
Hydroelectric Conventional,876,502,20079.2,20346.8,CA,2013
Petroleum,154,30,1162,900.2,CA,2013
Solar Thermal and Photovoltaic,592,422,6799.6,6758.2,CA,2013
Wind,250,214,11235.6,11200,CA,2013
Nuclear,4,2,4646,4480,CA,2013
Pumped Storage,70,18,7502,7727.2,CA,2013
Other Gases,28,16,516,423.4,CA,2013
Coal,56,28,11506.8,10563.6,CO,2013
Natural Gas,254,64,13770.6,11246.4,CO,2013
Other Biomass,22,6,42.8,32.2,CO,2013
Hydroelectric Conventional,116,82,1314.2,1344.6,CO,2013
Solar Thermal and Photovoltaic,52,36,243.6,240.4,CO,2013
Wind,62,42,4661.8,4605.8,CO,2013
Petroleum,104,30,409,339.6,CO,2013
Pumped Storage,10,6,1017,1125,CO,2013
Other,4,4,21.2,18.6,CO,2013
Wood and Wood Derived Fuels,2,2,22.6,22.6,CO,2013
Natural Gas,124,60,6895,6125.4,CT,2013
Other,4,4,72.6,61.8,CT,2013
Other Biomass,26,16,441.8,333.8,CT,2013
Petroleum,142,56,6643.8,5656,CT,2013
Hydroelectric Conventional,78,28,237,244.4,CT,2013
Coal,2,2,800,766.8,CT,2013
Nuclear,4,2,4325.8,4205,CT,2013
Pumped Storage,6,2,62,58.8,CT,2013
Solar Thermal and Photovoltaic,2,2,10,10,CT,2013
Wood and Wood Derived Fuels,2,2,86,75,CT,2013
Natural Gas,4,2,21.6,18,DC,2013
Natural Gas,54,16,4662.4,4506,DE,2013
Petroleum,12,10,243.2,228.8,DE,2013
Wind,2,2,4,4,DE,2013
Solar Thermal and Photovoltaic,10,10,56.6,56.6,DE,2013
Coal,4,2,1244.6,1150,DE,2013
Other Biomass,16,4,16,16,DE,2013
Other Gases,12,2,648,530,DE,2013
Coal,60,28,22686.6,20234,FL,2013
Natural Gas,644,148,83596.8,71441.2,FL,2013
Other Biomass,136,58,1858.4,1490.2,FL,2013
Petroleum,218,44,16353,14575.8,FL,2013
Solar Thermal and Photovoltaic,16,16,137.8,132.8,FL,2013
Hydroelectric Conventional,12,4,111.4,109,FL,2013
Nuclear,8,4,7594.4,7144,FL,2013
Other,34,20,1889.6,1560,FL,2013
Wood and Wood Derived Fuels,36,16,982.2,874.4,FL,2013
Natural Gas,260,64,35911,31751.8,GA,2013
Other Biomass,58,16,72.2,72.2,GA,2013
Petroleum,196,52,2748,2371,GA,2013
Solar Thermal and Photovoltaic,18,16,122.2,122.2,GA,2013
Coal,74,28,26978.4,24824.2,GA,2013
Hydroelectric Conventional,196,60,3853.6,4089.8,GA,2013
Nuclear,8,4,8083.6,8122,GA,2013
Pumped Storage,26,8,3269.2,3724.4,GA,2013
Wood and Wood Derived Fuels,54,26,1492.4,1343,GA,2013
Coal,2,2,406,360,HI,2013
Petroleum,210,40,4361.8,3969.8,HI,2013
Other Biomass,14,8,520.8,499.2,HI,2013
Hydroelectric Conventional,28,16,52.4,50,HI,2013
Other,6,6,120.2,95.2,HI,2013
Geothermal,24,2,102,86,HI,2013
Solar Thermal and Photovoltaic,34,12,30.4,30.4,HI,2013
Wind,14,14,411.2,411.2,HI,2013
Other Gases,4,2,12,12.8,HI,2013
Other Biomass,40,10,31.2,31.2,IA,2013
Coal,90,44,14160.8,13124.6,IA,2013
Natural Gas,176,68,5872.8,5022,IA,2013
Petroleum,724,210,2350.2,2093.6,IA,2013
Wind,156,136,10308.2,10094,IA,2013
Hydroelectric Conventional,40,6,258.4,289.8,IA,2013
Nuclear,2,2,1359,1202.8,IA,2013
Natural Gas,28,16,2541.8,2229.6,ID,2013
Other Biomass,58,24,67.4,67,ID,2013
Wood and Wood Derived Fuels,8,6,212.4,121.6,ID,2013
Hydroelectric Conventional,348,146,5074.6,5409,ID,2013
Petroleum,4,2,10,10.8,ID,2013
Wind,64,64,1933.2,1925.4,ID,2013
Geothermal,2,2,36,20,ID,2013
Coal,12,4,37.8,34.4,ID,2013
Other,2,2,31.8,29.6,ID,2013
Natural Gas,594,150,32987.8,26710.6,IL,2013
Other Biomass,162,54,288.2,254.8,IL,2013
Petroleum,378,80,1622.4,1366.4,IL,2013
Coal,132,50,34576.6,30996.8,IL,2013
Hydroelectric Conventional,58,18,79.4,68.2,IL,2013
Wind,66,56,7099.6,7050.2,IL,2013
Nuclear,22,12,24830.2,23155,IL,2013
Solar Thermal and Photovoltaic,6,6,63.2,63.2,IL,2013
Other Gases,8,4,235.2,235.4,IL,2013
Coal,162,58,41824.8,37296.4,IN,2013
Natural Gas,150,48,13514.8,11199,IN,2013
Other Biomass,134,30,133.6,124.4,IN,2013
Petroleum,106,34,1221.8,1084.8,IN,2013
Wind,26,20,3079.4,3079.4,IN,2013
Hydroelectric Conventional,42,10,184.2,120.8,IN,2013
Other Gases,40,14,1392.4,1213,IN,2013
Solar Thermal and Photovoltaic,22,22,98.4,98.6,IN,2013
Other,2,2,189.2,176,IN,2013
Coal,32,16,10944.6,10376.2,KS,2013
Natural Gas,404,130,9936.8,8693.8,KS,2013
Nuclear,2,2,2535.4,2350,KS,2013
Petroleum,362,100,1265.4,1084.6,KS,2013
Wind,44,40,5937.4,5937.8,KS,2013
Hydroelectric Conventional,22,2,14,14,KS,2013
Other Biomass,20,6,62.2,30,KS,2013
Other,2,2,4,1.6,KS,2013
Coal,110,38,35640,30439.4,KY,2013
Hydroelectric Conventional,60,14,1608.2,1662.2,KY,2013
Natural Gas,96,24,12281.2,9625.2,KY,2013
Other Biomass,42,14,37.6,36,KY,2013
Petroleum,16,4,220.6,139.8,KY,2013
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2013
Natural Gas,388,124,44620,37524.6,LA,2013
Coal,12,8,7592.4,6875.6,LA,2013
Nuclear,4,4,4471.4,4250.8,LA,2013
Petroleum,30,16,2266,2045.8,LA,2013
Hydroelectric Conventional,16,2,384,384,LA,2013
Other Biomass,6,4,30.2,27.8,LA,2013
Other,26,14,533,404.6,LA,2013
Other Gases,6,2,150,68.6,LA,2013
Wood and Wood Derived Fuels,28,14,1002.8,874,LA,2013
Natural Gas,180,66,14569,12081.6,MA,2013
Petroleum,144,54,6872.6,6211.2,MA,2013
Hydroelectric Conventional,150,58,537.8,526,MA,2013
Other Biomass,46,26,674.2,528.2,MA,2013
Solar Thermal and Photovoltaic,122,116,265.6,261.4,MA,2013
Wind,42,30,149,145.4,MA,2013
Coal,12,8,2864,2760.8,MA,2013
Nuclear,2,2,1340,1354.6,MA,2013
Other,4,4,6,6,MA,2013
Pumped Storage,12,4,3080,3448,MA,2013
Wood and Wood Derived Fuels,2,2,36,32,MA,2013
Coal,36,18,10278.4,9514,MD,2013
Natural Gas,86,32,4947.2,4292.4,MD,2013
Other Biomass,82,24,319.2,285,MD,2013
Petroleum,126,32,6611,5619.8,MD,2013
Solar Thermal and Photovoltaic,28,28,124.6,110.4,MD,2013
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2013
Hydroelectric Conventional,26,4,1101.6,1180,MD,2013
Nuclear,4,2,3657.4,3432,MD,2013
Wind,6,6,240,240,MD,2013
Coal,2,2,205.2,170,ME,2013
Natural Gas,34,14,3714.6,3332.4,ME,2013
Other Biomass,16,10,100.2,82.6,ME,2013
Petroleum,48,18,1884.2,1832.2,ME,2013
Hydroelectric Conventional,480,112,1433.6,1453.4,ME,2013
Wind,22,20,861.2,861.2,ME,2013
Wood and Wood Derived Fuels,56,34,1357.2,1222,ME,2013
Other,2,2,44,44,ME,2013
Coal,140,60,24500,21893,MI,2013
Natural Gas,374,124,24293.2,21883.2,MI,2013
Other Biomass,188,48,431.6,397.6,MI,2013
Petroleum,290,96,1425.6,1179,MI,2013
Wood and Wood Derived Fuels,20,18,506.4,478,MI,2013
Hydroelectric Conventional,464,112,732.2,662.8,MI,2013
Nuclear,8,6,8628.2,7858.2,MI,2013
Pumped Storage,12,2,3957.6,3744,MI,2013
Wind,34,34,2322.6,2160.6,MI,2013
Natural Gas,178,68,11616.6,9939.6,MN,2013
Other Biomass,64,30,552.8,438.4,MN,2013
Wood and Wood Derived Fuels,26,10,507.6,437.4,MN,2013
Other,8,8,46.4,38.8,MN,2013
Petroleum,476,152,1870.2,1612.4,MN,2013
Wind,284,246,5695.4,5687.4,MN,2013
Coal,76,36,10516.6,9644.6,MN,2013
Hydroelectric Conventional,180,50,410,368.4,MN,2013
Nuclear,6,4,3742.4,3346,MN,2013
Solar Thermal and Photovoltaic,2,2,3.4,3.4,MN,2013
Coal,112,48,26268.4,24665.8,MO,2013
Natural Gas,240,80,13256.4,10863.4,MO,2013
Petroleum,404,104,2683.6,2292,MO,2013
Hydroelectric Conventional,40,12,998.4,1140.6,MO,2013
Nuclear,2,2,2471.6,2388,MO,2013
Other Biomass,16,8,21.6,20.6,MO,2013
Pumped Storage,18,6,1200.8,1314,MO,2013
Wind,12,12,917,917,MO,2013
Natural Gas,224,60,25329.2,22298.4,MS,2013
Other,6,4,399.4,302.8,MS,2013
Coal,14,8,5775,5052,MS,2013
Nuclear,2,2,2880,2826.8,MS,2013
Petroleum,24,8,96,86,MS,2013
Other Biomass,2,2,3.2,3.2,MS,2013
Wood and Wood Derived Fuels,20,8,588.6,553.2,MS,2013
Petroleum,2,2,136,104,MT,2013
Coal,20,12,5321.2,4884.2,MT,2013
Hydroelectric Conventional,152,48,5256,5516.2,MT,2013
Natural Gas,34,12,997.2,832.2,MT,2013
Wind,20,20,1285.2,1224.8,MT,2013
Other,16,4,120,88,MT,2013
Other Gases,2,2,3.2,3,MT,2013
Wood and Wood Derived Fuels,2,2,7.6,6,MT,2013
Coal,64,26,21938.6,21589.6,NC,2013
Other Biomass,96,32,128.6,119,NC,2013
Wood and Wood Derived Fuels,32,18,1142,1004.8,NC,2013
Hydroelectric Conventional,214,82,3780.8,3994,NC,2013
Petroleum,220,96,1008.4,804.8,NC,2013
Solar Thermal and Photovoltaic,196,168,672.8,666.4,NC,2013
Natural Gas,184,36,25426.2,21484.6,NC,2013
Nuclear,10,6,10789.4,10152.2,NC,2013
Pumped Storage,2,2,190,172,NC,2013
Other,2,2,100.8,108,NC,2013
Petroleum,30,20,137,129.2,ND,2013
Coal,28,18,8487.8,8256.8,ND,2013
Hydroelectric Conventional,10,2,1228,1020,ND,2013
Natural Gas,4,4,242,160,ND,2013
Other,2,2,10.6,10.6,ND,2013
Wind,52,46,3604.8,3518.4,ND,2013
Other Biomass,4,2,19.6,19.6,ND,2013
Other Gases,6,2,15,16.8,ND,2013
Other Biomass,28,6,21.8,21.8,NE,2013
Coal,40,20,8548,8341,NE,2013
Hydroelectric Conventional,44,22,664.6,555.6,NE,2013
Natural Gas,224,68,4229.6,3798.2,NE,2013
Nuclear,4,4,2606,2489.2,NE,2013
Petroleum,196,72,722.4,630.6,NE,2013
Wind,26,22,1060.4,1060.8,NE,2013
Other Biomass,22,10,77.2,70.4,NH,2013
Petroleum,40,18,1049.4,996,NH,2013
Coal,8,4,1118.4,1067.8,NH,2013
Hydroelectric Conventional,188,70,896,1028.8,NH,2013
Wood and Wood Derived Fuels,16,16,486.8,419.8,NH,2013
Natural Gas,14,6,3021,2409.6,NH,2013
Nuclear,2,2,2484,2492.4,NH,2013
Wind,6,6,342,342,NH,2013
Coal,14,10,4278,3977.6,NJ,2013
Natural Gas,352,96,24151,21170.4,NJ,2013
Other Biomass,100,38,528.4,453.6,NJ,2013
Petroleum,82,32,2707.6,2616.8,NJ,2013
Solar Thermal and Photovoltaic,256,208,664.2,675.8,NJ,2013
Pumped Storage,6,2,906,840,NJ,2013
Hydroelectric Conventional,14,4,26.4,6.6,NJ,2013
Nuclear,8,6,8361.4,8215,NJ,2013
Wind,2,2,15,15,NJ,2013
Other,2,2,22.4,22.4,NJ,2013
Natural Gas,140,44,7751.6,6761,NM,2013
Other Biomass,8,2,13.2,12.8,NM,2013
Wind,22,20,1555,1555,NM,2013
Coal,14,6,7482.4,6942,NM,2013
Hydroelectric Conventional,20,10,163.4,165.8,NM,2013
Other,6,4,5.2,5.2,NM,2013
Petroleum,10,6,62.8,46.8,NM,2013
Solar Thermal and Photovoltaic,64,58,381,384,NM,2013
Geothermal,8,2,8,3.2,NM,2013
Natural Gas,194,38,17500.4,14766.4,NV,2013
Solar Thermal and Photovoltaic,38,22,740,721.2,NV,2013
Coal,14,6,2891.6,2590.8,NV,2013
Hydroelectric Conventional,34,12,2104.4,2102.8,NV,2013
Petroleum,6,2,12,12,NV,2013
Geothermal,132,44,1212.6,804.6,NV,2013
Other Biomass,4,2,6.4,6.4,NV,2013
Wind,2,2,300,300,NV,2013
Natural Gas,582,178,42335.4,37864.6,NY,2013
Other Biomass,220,62,855.6,751.6,NY,2013
Petroleum,240,92,11091.8,9976.8,NY,2013
Wood and Wood Derived Fuels,10,10,362.6,328.2,NY,2013
Hydroelectric Conventional,782,318,9338.2,8664.6,NY,2013
Pumped Storage,32,4,2480,2800,NY,2013
Coal,36,14,5267.4,5014.6,NY,2013
Nuclear,12,10,11416.2,10842,NY,2013
Other,2,2,40,40,NY,2013
Solar Thermal and Photovoltaic,18,16,92.4,92.4,NY,2013
Wind,52,42,3469.8,3461.6,NY,2013
Natural Gas,262,74,21891.4,19050.6,OH,2013
Other Gases,22,10,509,434.2,OH,2013
Wood and Wood Derived Fuels,20,10,194,102.4,OH,2013
Coal,134,50,40538.8,37789.6,OH,2013
Petroleum,284,120,2199.8,1973.8,OH,2013
Solar Thermal and Photovoltaic,16,16,65,64.2,OH,2013
Hydroelectric Conventional,30,10,257.2,203.8,OH,2013
Other Biomass,142,30,196.6,188.6,OH,2013
Wind,26,16,950.2,848.2,OH,2013
Nuclear,4,4,4473.6,4268,OH,2013
Other,2,2,40,40,OH,2013
Coal,30,14,11688,10610.2,OK,2013
Natural Gas,234,56,29957.8,27168.8,OK,2013
Petroleum,62,26,160.6,148.8,OK,2013
Hydroelectric Conventional,64,20,1614.4,1734.4,OK,2013
Pumped Storage,12,2,576,520,OK,2013
Wind,56,50,6265.8,6265.8,OK,2013
Other Biomass,6,4,40,36.8,OK,2013
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2013
Natural Gas,66,22,7210.2,6100.8,OR,2013
Other Biomass,68,20,97,93,OR,2013
Wood and Wood Derived Fuels,56,26,719.8,549.2,OR,2013
Coal,2,2,1284.4,1170,OR,2013
Hydroelectric Conventional,386,128,16623.2,17031.4,OR,2013
Solar Thermal and Photovoltaic,10,10,21.4,21.4,OR,2013
Wind,76,68,6322.8,6321.8,OR,2013
Geothermal,6,2,66,35.4,OR,2013
Coal,120,62,32507.2,29199.4,PA,2013
Natural Gas,256,76,26648.4,23636.6,PA,2013
Other Biomass,284,70,1027.4,931.2,PA,2013
Wood and Wood Derived Fuels,8,8,288.2,242.8,PA,2013
Petroleum,204,74,5876.2,4821.4,PA,2013
Solar Thermal and Photovoltaic,44,38,94.4,81.6,PA,2013
Hydroelectric Conventional,124,34,1840.4,1784.4,PA,2013
Nuclear,18,10,20644.8,19411.6,PA,2013
Other,2,2,40,40,PA,2013
Pumped Storage,22,4,3082,3042,PA,2013
Wind,50,50,2688.2,2687.8,PA,2013
Other Gases,18,8,232,200.8,PA,2013
Natural Gas,46,14,3942.2,3485.2,RI,2013
Petroleum,18,4,35.4,34.4,RI,2013
Hydroelectric Conventional,10,4,5.6,5.4,RI,2013
Other Biomass,18,4,80.8,73.8,RI,2013
Solar Thermal and Photovoltaic,6,6,13.8,13.8,RI,2013
Wind,4,4,6,6,RI,2013
Natural Gas,134,34,12992.2,10736,SC,2013
Wood and Wood Derived Fuels,24,14,849.2,766,SC,2013
Hydroelectric Conventional,234,64,2728.2,2680.6,SC,2013
Petroleum,90,34,1742,1322.8,SC,2013
Coal,44,20,12555.4,11891,SC,2013
Nuclear,14,8,13750.2,13112.4,SC,2013
Other Biomass,40,18,93,87.4,SC,2013
Pumped Storage,32,6,5162.4,5432,SC,2013
Solar Thermal and Photovoltaic,2,2,5,5,SC,2013
Petroleum,54,28,594,453,SD,2013
Coal,4,4,962,993.2,SD,2013
Hydroelectric Conventional,50,8,3204.2,3196,SD,2013
Natural Gas,40,18,2421.8,1994.4,SD,2013
Wind,24,18,1581,1581,SD,2013
Coal,106,20,19221.4,16457.2,TN,2013
Natural Gas,158,22,12769.6,10344.8,TN,2013
Petroleum,54,6,108,99.2,TN,2013
Solar Thermal and Photovoltaic,8,6,31.8,27.2,TN,2013
Hydroelectric Conventional,168,56,4998.8,5232.2,TN,2013
Nuclear,6,4,7421.8,6801.4,TN,2013
Other Biomass,22,8,29.2,28.4,TN,2013
Pumped Storage,8,2,3427.2,3232.6,TN,2013
Wind,8,4,57.6,58.2,TN,2013
Wood and Wood Derived Fuels,12,6,371.4,370,TN,2013
Natural Gas,1266,322,148634.6,132542.6,TX,2013
Other,32,20,580.6,519.2,TX,2013
Other Biomass,144,42,269.4,250.4,TX,2013
Petroleum,92,28,158,147,TX,2013
Solar Thermal and Photovoltaic,18,16,253.2,251.8,TX,2013
Coal,82,42,50840.8,48183,TX,2013
Hydroelectric Conventional,102,50,1396.8,1377.6,TX,2013
Wind,222,204,24656,24643.8,TX,2013
Nuclear,8,4,10277.2,9920,TX,2013
Wood and Wood Derived Fuels,18,12,667.4,640.6,TX,2013
Other Gases,28,16,748.6,691.2,TX,2013
Other Biomass,18,8,25.6,24,UT,2013
Natural Gas,144,44,4602.6,4093,UT,2013
Coal,30,14,10072.8,9852,UT,2013
Geothermal,10,6,154.2,146,UT,2013
Hydroelectric Conventional,110,58,524.2,510.6,UT,2013
Petroleum,22,6,58.6,55.6,UT,2013
Solar Thermal and Photovoltaic,4,2,2.6,2.6,UT,2013
Wind,6,6,648.8,648.8,UT,2013
Other,2,2,63.6,63.6,UT,2013
Coal,84,36,11834.8,11108.2,VA,2013
Natural Gas,146,42,18437,16541.4,VA,2013
Other,2,2,192,192,VA,2013
Other Biomass,634,48,691.6,606.8,VA,2013
Petroleum,332,66,5489,4674.4,VA,2013
Hydroelectric Conventional,150,50,1644.8,1732,VA,2013
Nuclear,8,4,7308.8,7162.6,VA,2013
Pumped Storage,18,4,6218.6,6482,VA,2013
Wood and Wood Derived Fuels,32,20,1323.6,1156.2,VA,2013
Hydroelectric Conventional,226,90,629.2,647.2,VT,2013
Wood and Wood Derived Fuels,12,8,173.2,153,VT,2013
Petroleum,30,18,271.4,199,VT,2013
Wind,8,8,242,240.4,VT,2013
Nuclear,2,2,1126.8,1238.8,VT,2013
Other Biomass,4,2,6.4,6.4,VT,2013
Solar Thermal and Photovoltaic,12,12,24.6,24.4,VT,2013
Natural Gas,96,38,7997.6,6875.4,WA,2013
Other Biomass,62,10,142,135.4,WA,2013
Petroleum,16,8,31,30.4,WA,2013
Hydroelectric Conventional,562,148,41917.8,42299.2,WA,2013
Nuclear,2,2,2400,2266,WA,2013
Other,6,6,210.4,113.6,WA,2013
Pumped Storage,12,2,628,628,WA,2013
Solar Thermal and Photovoltaic,2,2,1,1,WA,2013
Wind,46,40,5622,5612.6,WA,2013
Wood and Wood Derived Fuels,42,24,701.6,671,WA,2013
Coal,4,2,2919.6,2680,WA,2013
Coal,104,46,17537.2,16301.6,WI,2013
Natural Gas,162,78,14134,12347.6,WI,2013
Other Biomass,168,38,202.6,198.6,WI,2013
Petroleum,204,64,1698.8,1408,WI,2013
Hydroelectric Conventional,484,128,1037.8,769,WI,2013
Wind,26,22,1269,657.2,WI,2013
Wood and Wood Derived Fuels,32,18,649.2,565,WI,2013
Nuclear,4,2,2572,2395,WI,2013
Other,6,2,41.6,42.2,WI,2013
Coal,68,30,29938,28547.2,WV,2013
Hydroelectric Conventional,70,22,653.2,601,WV,2013
Natural Gas,30,8,2422,2159,WV,2013
Petroleum,2,2,37,22,WV,2013
Other,2,2,64,64,WV,2013
Other Biomass,4,2,4.4,4.4,WV,2013
Wind,12,10,1166.6,1166.6,WV,2013
Coal,66,30,13811.4,12864.8,WY,2013
Hydroelectric Conventional,64,32,606.8,614.2,WY,2013
Natural Gas,38,14,317,245.2,WY,2013
Petroleum,8,6,11.6,11.6,WY,2013
Wind,60,40,2866,2817,WY,2013
Other,2,2,23,23,WY,2013
Other Gases,10,4,220,186.8,WY,2013
Coal,34,10,232,221,AK,2012
Other Biomass,8,2,18.4,11.2,AK,2012
Petroleum,690,178,1498,1347,AK,2012
Hydroelectric Conventional,108,56,840.6,831.2,AK,2012
Natural Gas,96,26,1929.8,1707.2,AK,2012
Other,4,4,60,54,AK,2012
Wind,48,8,65.4,65.4,AK,2012
Natural Gas,200,52,26934.6,24090.8,AL,2012
Wood and Wood Derived Fuels,44,26,1436,1350.2,AL,2012
Coal,80,20,25195.4,22734.6,AL,2012
Hydroelectric Conventional,206,48,6559.8,6544.4,AL,2012
Nuclear,10,4,10540.8,10086.8,AL,2012
Petroleum,28,8,95.6,85.2,AL,2012
Other Biomass,4,2,3.2,3.2,AL,2012
Other Gases,14,6,221.6,199.6,AL,2012
Natural Gas,144,44,17850.6,15343.2,AR,2012
Other Biomass,26,8,56.2,28.2,AR,2012
Coal,14,10,10974,10288,AR,2012
Hydroelectric Conventional,98,38,2641.8,2681.4,AR,2012
Nuclear,4,2,3690,3656,AR,2012
Petroleum,20,8,36.2,34.4,AR,2012
Pumped Storage,2,2,56,56,AR,2012
Wood and Wood Derived Fuels,26,12,741,623.4,AR,2012
Natural Gas,296,58,32730.8,27113.6,AZ,2012
Petroleum,12,8,256.6,181,AZ,2012
Solar Thermal and Photovoltaic,116,72,1297.6,1265.4,AZ,2012
Coal,32,12,13381.6,12314,AZ,2012
Hydroelectric Conventional,68,20,5436,5440.8,AZ,2012
Nuclear,6,2,8418.6,7874,AZ,2012
Other Biomass,18,6,22,20,AZ,2012
Pumped Storage,12,6,388.2,432.6,AZ,2012
Wind,8,8,474.6,474.6,AZ,2012
Wood and Wood Derived Fuels,4,4,60.4,57,AZ,2012
Coal,20,14,781.8,701,CA,2012
Geothermal,230,71,6023.2,4184.6,CA,2012
Natural Gas,1318,549,91118.2,83151.4,CA,2012
Other Biomass,400,145,1270.6,1096.4,CA,2012
Wood and Wood Derived Fuels,84,68,1608,1391.4,CA,2012
Hydroelectric Conventional,882,504,20107.2,20291.4,CA,2012
Petroleum,116,24,1035,793.8,CA,2012
Solar Thermal and Photovoltaic,368,268,2371.2,2353.8,CA,2012
Wind,252,218,11042.2,11012.6,CA,2012
Nuclear,8,4,9154,8780,CA,2012
Pumped Storage,70,18,6800,7727.2,CA,2012
Other,22,16,826,751.6,CA,2012
Other Gases,28,16,516.6,422.2,CA,2012
Coal,64,32,11899.2,10964.6,CO,2012
Natural Gas,258,66,13835.4,11319.4,CO,2012
Other Biomass,20,4,36.4,26,CO,2012
Solar Thermal and Photovoltaic,44,30,233.6,230.8,CO,2012
Wind,52,40,4598.2,4542.2,CO,2012
Hydroelectric Conventional,106,74,1279.8,1311.2,CO,2012
Petroleum,122,34,427.8,355.8,CO,2012
Pumped Storage,10,6,1017,1125,CO,2012
Other,4,4,21.2,18.6,CO,2012
Natural Gas,128,56,6859.8,6065,CT,2012
Petroleum,144,56,7323.4,6372.2,CT,2012
Hydroelectric Conventional,78,28,237,244.4,CT,2012
Coal,2,2,800,778.2,CT,2012
Nuclear,4,2,4325.8,4205,CT,2012
Other,2,2,62.6,52,CT,2012
Other Biomass,26,16,441.8,345,CT,2012
Pumped Storage,6,2,62,58.8,CT,2012
Natural Gas,4,2,21.6,20,DC,2012
Coal,10,4,1607,1484,DE,2012
Natural Gas,46,19,4952,4679.6,DE,2012
Wind,2,2,4,4,DE,2012
Other Biomass,16,4,16,16,DE,2012
Petroleum,12,10,243.2,210.8,DE,2012
Solar Thermal and Photovoltaic,8,8,48.6,48.6,DE,2012
Other Gases,8,2,280,270,DE,2012
Coal,60,30,22848.6,20532,FL,2012
Natural Gas,674,146,79141,67314,FL,2012
Other Biomass,120,48,1577,1327.2,FL,2012
Solar Thermal and Photovoltaic,14,14,135.4,130.4,FL,2012
Hydroelectric Conventional,12,4,111.4,109,FL,2012
Nuclear,10,6,9609.6,8350,FL,2012
Petroleum,254,54,21414.4,19065.6,FL,2012
Wood and Wood Derived Fuels,36,16,838,746.2,FL,2012
Other,24,14,789.2,704,FL,2012
Natural Gas,258,64,35945.6,31815.8,GA,2012
Other Biomass,52,14,61.6,61.6,GA,2012
Petroleum,210,58,2836.6,2440,GA,2012
Solar Thermal and Photovoltaic,6,6,6.4,6.4,GA,2012
Coal,76,28,27696.4,25474.2,GA,2012
Hydroelectric Conventional,196,60,3853.6,4095.8,GA,2012
Nuclear,8,4,8083.6,8122,GA,2012
Pumped Storage,26,8,3269.2,3724.4,GA,2012
Wood and Wood Derived Fuels,58,24,1355.2,1236,GA,2012
Coal,2,2,406,360,HI,2012
Petroleum,210,40,4361.8,3958.4,HI,2012
Other Biomass,12,8,453.6,443.2,HI,2012
Hydroelectric Conventional,28,16,52.4,50,HI,2012
Other,8,8,150.2,125.2,HI,2012
Geothermal,24,2,102,86,HI,2012
Solar Thermal and Photovoltaic,28,6,14.4,14.4,HI,2012
